date,sector,business_type,estimated_transactions,estimated_revenue
2026-06-12,Central Mall,Retail,226,180800
2026-06-12,Central Mall,Entertainment,208,104000
2026-06-12,Central Mall,Grocery,327,196200
2026-06-12,Station Area,Grocery,234,140400
2026-06-12,Station Area,Retail,196,156800
2026-06-12,Station Area,Food & Beverage,258,90300
2026-06-12,Station Area,Entertainment,146,73000
2026-06-13,Market Street,Retail,298,238400
2026-06-13,Market Street,Healthcare,96,144000
2026-06-13,Market Street,Entertainment,259,129500
2026-06-13,Market Street,Services,173,207600
2026-06-13,Market Street,Grocery,360,216000
2026-06-13,Market Street,Food & Beverage,488,170800
2026-06-13,Tech Park,Healthcare,48,72000
2026-06-13,Tech Park,Entertainment,110,55000
2026-06-13,Tech Park,Services,80,96000
2026-06-13,Tech Park,Retail,146,116800
2026-06-13,Old Town,Entertainment,158,79000
2026-06-13,Old Town,Grocery,188,112800
2026-06-13,Old Town,Retail,165,132000
2026-06-13,Old Town,Services,81,97200
2026-06-13,Old Town,Food & Beverage,295,103250
2026-06-13,Old Town,Healthcare,46,69000
2026-06-13,Riverside,Food & Beverage,205,71750
2026-06-13,Riverside,Healthcare,37,55500
2026-06-13,Riverside,Grocery,147,88200
2026-06-13,Riverside,Retail,101,80800
2026-06-13,Riverside,Services,60,72000
2026-06-13,College Road,Retail,164,131200
2026-06-13,College Road,Grocery,196,117600
2026-06-13,College Road,Entertainment,125,62500
2026-06-13,College Road,Services,92,110400
2026-06-13,College Road,Food & Beverage,253,88550
2026-06-13,College Road,Healthcare,46,69000
2026-06-13,Industrial Zone,Entertainment,59,29500
2026-06-13,Industrial Zone,Retail,66,52800
2026-06-13,Industrial Zone,Services,35,42000
2026-06-13,Industrial Zone,Healthcare,19,28500
2026-06-13,Industrial Zone,Food & Beverage,128,44800
2026-06-13,Industrial Zone,Grocery,90,54000
2026-06-13,Central Mall,Healthcare,121,181500
2026-06-13,Central Mall,Retail,320,256000
2026-06-13,Central Mall,Entertainment,298,149000
2026-06-13,Central Mall,Grocery,439,263400
2026-06-13,Station Area,Grocery,262,157200
2026-06-13,Station Area,Retail,217,173600
2026-06-13,Station Area,Food & Beverage,359,125650
2026-06-13,Station Area,Entertainment,159,79500
2026-06-14,Market Street,Retail,261,208800
2026-06-14,Market Street,Healthcare,137,205500
2026-06-14,Market Street,Entertainment,298,149000
2026-06-14,Market Street,Services,181,217200
2026-06-14,Market Street,Grocery,392,235200
2026-06-14,Market Street,Food & Beverage,524,183400
2026-06-14,Tech Park,Healthcare,50,75000
2026-06-14,Tech Park,Entertainment,144,72000
2026-06-14,Tech Park,Services,87,104400
2026-06-14,Tech Park,Retail,147,117600
2026-06-14,Old Town,Entertainment,127,63500
2026-06-14,Old Town,Grocery,247,148200
2026-06-14,Old Town,Retail,193,154400
2026-06-14,Old Town,Services,102,122400
2026-06-14,Old Town,Food & Beverage,299,104650
2026-06-14,Old Town,Healthcare,54,81000
2026-06-14,Riverside,Food & Beverage,120,42000
2026-06-14,Riverside,Healthcare,36,54000
2026-06-14,Riverside,Grocery,142,85200
2026-06-14,Riverside,Retail,108,86400
2026-06-14,Riverside,Services,57,68400
2026-06-14,College Road,Retail,108,86400
2026-06-14,College Road,Grocery,175,105000
2026-06-14,College Road,Entertainment,106,53000
2026-06-14,College Road,Services,71,85200
2026-06-14,College Road,Food & Beverage,227,79450
2026-06-14,College Road,Healthcare,44,66000
2026-06-14,Industrial Zone,Entertainment,50,25000
2026-06-14,Industrial Zone,Retail,65,52000
2026-06-14,Industrial Zone,Services,35,42000
2026-06-14,Industrial Zone,Healthcare,22,33000
2026-06-14,Industrial Zone,Food & Beverage,121,42350
2026-06-14,Industrial Zone,Grocery,94,56400
2026-06-14,Central Mall,Healthcare,137,205500
2026-06-14,Central Mall,Retail,415,332000
2026-06-14,Central Mall,Entertainment,274,137000
2026-06-14,Central Mall,Grocery,279,167400
2026-06-14,Station Area,Grocery,276,165600
2026-06-14,Station Area,Retail,174,139200
2026-06-14,Station Area,Food & Beverage,283,99050
2026-06-14,Station Area,Entertainment,141,70500
2026-06-15,Market Street,Retail,196,156800
2026-06-15,Market Street,Healthcare,72,108000
2026-06-15,Market Street,Entertainment,138,69000
2026-06-15,Market Street,Services,97,116400
2026-06-15,Market Street,Grocery,283,169800
2026-06-15,Market Street,Food & Beverage,364,127400
2026-06-15,Tech Park,Healthcare,73,109500
2026-06-15,Tech Park,Entertainment,153,76500
2026-06-15,Tech Park,Services,100,120000
2026-06-15,Tech Park,Retail,197,157600
2026-06-15,Old Town,Entertainment,97,48500
2026-06-15,Old Town,Grocery,181,108600
2026-06-15,Old Town,Retail,94,75200
2026-06-15,Old Town,Services,61,73200
2026-06-15,Old Town,Food & Beverage,171,59850
2026-06-15,Old Town,Healthcare,33,49500
2026-06-15,Riverside,Food & Beverage,161,56350
2026-06-15,Riverside,Healthcare,31,46500
2026-06-15,Riverside,Grocery,123,73800
2026-06-15,Riverside,Retail,96,76800
2026-06-15,Riverside,Services,44,52800
2026-06-15,College Road,Retail,170,136000
2026-06-15,College Road,Grocery,289,173400
2026-06-15,College Road,Entertainment,139,69500
2026-06-15,College Road,Services,102,122400
2026-06-15,College Road,Food & Beverage,297,103950
2026-06-15,College Road,Healthcare,48,72000
2026-06-15,Industrial Zone,Entertainment,36,18000
2026-06-15,Industrial Zone,Retail,54,43200
2026-06-15,Industrial Zone,Services,33,39600
2026-06-15,Industrial Zone,Healthcare,20,30000
2026-06-15,Industrial Zone,Food & Beverage,104,36400
2026-06-15,Industrial Zone,Grocery,69,41400
2026-06-15,Central Mall,Healthcare,91,136500
2026-06-15,Central Mall,Retail,213,170400
2026-06-15,Central Mall,Entertainment,193,96500
2026-06-15,Central Mall,Grocery,315,189000
2026-06-15,Station Area,Grocery,242,145200
2026-06-15,Station Area,Retail,210,168000
2026-06-15,Station Area,Food & Beverage,287,100450
2026-06-15,Station Area,Entertainment,128,64000
2026-06-16,Market Street,Retail,185,148000
2026-06-16,Market Street,Healthcare,59,88500
2026-06-16,Market Street,Entertainment,197,98500
2026-06-16,Market Street,Services,105,126000
2026-06-16,Market Street,Grocery,236,141600
2026-06-16,Market Street,Food & Beverage,275,96250
2026-06-16,Tech Park,Healthcare,56,84000
2026-06-16,Tech Park,Entertainment,150,75000
2026-06-16,Tech Park,Services,112,134400
2026-06-16,Tech Park,Retail,239,191200
2026-06-16,Old Town,Entertainment,119,59500
2026-06-16,Old Town,Grocery,182,109200
2026-06-16,Old Town,Retail,129,103200
2026-06-16,Old Town,Services,73,87600
2026-06-16,Old Town,Food & Beverage,211,73850
2026-06-16,Old Town,Healthcare,52,78000
2026-06-16,Riverside,Food & Beverage,153,53550
2026-06-16,Riverside,Healthcare,30,45000
2026-06-16,Riverside,Grocery,97,58200
2026-06-16,Riverside,Retail,91,72800
2026-06-16,Riverside,Services,54,64800
2026-06-16,College Road,Retail,155,124000
2026-06-16,College Road,Grocery,215,129000
2026-06-16,College Road,Entertainment,150,75000
2026-06-16,College Road,Services,79,94800
2026-06-16,College Road,Food & Beverage,321,112350
2026-06-16,College Road,Healthcare,55,82500
2026-06-16,Industrial Zone,Entertainment,58,29000
2026-06-16,Industrial Zone,Retail,67,53600
2026-06-16,Industrial Zone,Services,42,50400
2026-06-16,Industrial Zone,Healthcare,31,46500
2026-06-16,Industrial Zone,Food & Beverage,137,47950
2026-06-16,Industrial Zone,Grocery,93,55800
2026-06-16,Central Mall,Healthcare,96,144000
2026-06-16,Central Mall,Retail,250,200000
2026-06-16,Central Mall,Entertainment,235,117500
2026-06-16,Central Mall,Grocery,373,223800
2026-06-16,Station Area,Grocery,171,102600
2026-06-16,Station Area,Retail,164,131200
2026-06-16,Station Area,Food & Beverage,333,116550
2026-06-16,Station Area,Entertainment,148,74000
2026-06-17,Market Street,Retail,174,139200
2026-06-17,Market Street,Healthcare,60,90000
2026-06-17,Market Street,Entertainment,126,63000
2026-06-17,Market Street,Services,103,123600
2026-06-17,Market Street,Grocery,317,190200
2026-06-17,Market Street,Food & Beverage,350,122500
2026-06-17,Tech Park,Healthcare,79,118500
2026-06-17,Tech Park,Entertainment,169,84500
2026-06-17,Tech Park,Services,114,136800
2026-06-17,Tech Park,Retail,233,186400
2026-06-17,Old Town,Entertainment,96,48000
2026-06-17,Old Town,Grocery,151,90600
2026-06-17,Old Town,Retail,127,101600
2026-06-17,Old Town,Services,70,84000
2026-06-17,Old Town,Food & Beverage,183,64050
2026-06-17,Old Town,Healthcare,35,52500
2026-06-17,Riverside,Food & Beverage,146,51100
2026-06-17,Riverside,Healthcare,31,46500
2026-06-17,Riverside,Grocery,124,74400
2026-06-17,Riverside,Retail,74,59200
2026-06-17,Riverside,Services,54,64800
2026-06-17,College Road,Retail,168,134400
2026-06-17,College Road,Grocery,233,139800
2026-06-17,College Road,Entertainment,130,65000
2026-06-17,College Road,Services,121,145200
2026-06-17,College Road,Food & Beverage,307,107450
2026-06-17,College Road,Healthcare,54,81000
2026-06-17,Industrial Zone,Entertainment,59,29500
2026-06-17,Industrial Zone,Retail,73,58400
2026-06-17,Industrial Zone,Services,35,42000
2026-06-17,Industrial Zone,Healthcare,24,36000
2026-06-17,Industrial Zone,Food & Beverage,104,36400
2026-06-17,Industrial Zone,Grocery,86,51600
2026-06-17,Central Mall,Healthcare,70,105000
2026-06-17,Central Mall,Retail,230,184000
2026-06-17,Central Mall,Entertainment,250,125000
2026-06-17,Central Mall,Grocery,411,246600
2026-06-17,Station Area,Grocery,276,165600
2026-06-17,Station Area,Retail,240,192000
2026-06-17,Station Area,Food & Beverage,337,117950
2026-06-17,Station Area,Entertainment,160,80000
2026-06-18,Market Street,Retail,221,176800
2026-06-18,Market Street,Healthcare,72,108000
2026-06-18,Market Street,Entertainment,172,86000
2026-06-18,Market Street,Services,131,157200
2026-06-18,Market Street,Grocery,298,178800
2026-06-18,Market Street,Food & Beverage,393,137550
2026-06-18,Tech Park,Healthcare,64,96000
2026-06-18,Tech Park,Entertainment,146,73000
2026-06-18,Tech Park,Services,84,100800
2026-06-18,Tech Park,Retail,152,121600
2026-06-18,Old Town,Entertainment,77,38500
2026-06-18,Old Town,Grocery,124,74400
2026-06-18,Old Town,Retail,95,76000
2026-06-18,Old Town,Services,50,60000
2026-06-18,Old Town,Food & Beverage,199,69650
2026-06-18,Old Town,Healthcare,27,40500
2026-06-18,Riverside,Food & Beverage,122,42700
2026-06-18,Riverside,Healthcare,31,46500
2026-06-18,Riverside,Grocery,117,70200
2026-06-18,Riverside,Retail,94,75200
2026-06-18,Riverside,Services,51,61200
2026-06-18,College Road,Retail,178,142400
2026-06-18,College Road,Grocery,179,107400
2026-06-18,College Road,Entertainment,119,59500
2026-06-18,College Road,Services,88,105600
2026-06-18,College Road,Food & Beverage,284,99400
2026-06-18,College Road,Healthcare,64,96000
2026-06-18,Industrial Zone,Entertainment,58,29000
2026-06-18,Industrial Zone,Retail,66,52800
2026-06-18,Industrial Zone,Services,32,38400
2026-06-18,Industrial Zone,Healthcare,21,31500
2026-06-18,Industrial Zone,Food & Beverage,105,36750
2026-06-18,Industrial Zone,Grocery,95,57000
2026-06-18,Central Mall,Healthcare,79,118500
2026-06-18,Central Mall,Retail,201,160800
2026-06-18,Central Mall,Entertainment,177,88500
2026-06-18,Central Mall,Grocery,336,201600
2026-06-18,Station Area,Grocery,222,133200
2026-06-18,Station Area,Retail,170,136000
2026-06-18,Station Area,Food & Beverage,278,97300
2026-06-18,Station Area,Entertainment,149,74500
2026-06-19,Market Street,Retail,219,175200
2026-06-19,Market Street,Healthcare,68,102000
2026-06-19,Market Street,Entertainment,155,77500
2026-06-19,Market Street,Services,117,140400
2026-06-19,Market Street,Grocery,215,129000
2026-06-19,Market Street,Food & Beverage,350,122500
2026-06-19,Tech Park,Healthcare,69,103500
2026-06-19,Tech Park,Entertainment,146,73000
2026-06-19,Tech Park,Services,102,122400
2026-06-19,Tech Park,Retail,229,183200
2026-06-19,Old Town,Entertainment,93,46500
2026-06-19,Old Town,Grocery,153,91800
2026-06-19,Old Town,Retail,117,93600
2026-06-19,Old Town,Services,61,73200
2026-06-19,Old Town,Food & Beverage,213,74550
2026-06-19,Old Town,Healthcare,38,57000
2026-06-19,Riverside,Food & Beverage,96,33600
2026-06-19,Riverside,Healthcare,26,39000
2026-06-19,Riverside,Grocery,93,55800
2026-06-19,Riverside,Retail,63,50400
2026-06-19,Riverside,Services,31,37200
2026-06-19,College Road,Retail,176,140800
2026-06-19,College Road,Grocery,224,134400
2026-06-19,College Road,Entertainment,157,78500
2026-06-19,College Road,Services,87,104400
2026-06-19,College Road,Food & Beverage,259,90650
2026-06-19,College Road,Healthcare,61,91500
2026-06-19,Industrial Zone,Entertainment,61,30500
2026-06-19,Industrial Zone,Retail,71,56800
2026-06-19,Industrial Zone,Services,40,48000
2026-06-19,Industrial Zone,Healthcare,23,34500
2026-06-19,Industrial Zone,Food & Beverage,120,42000
2026-06-19,Industrial Zone,Grocery,104,62400
2026-06-19,Central Mall,Healthcare,80,120000
2026-06-19,Central Mall,Retail,222,177600
2026-06-19,Central Mall,Entertainment,205,102500
2026-06-19,Central Mall,Grocery,230,138000
2026-06-19,Station Area,Grocery,306,183600
2026-06-19,Station Area,Retail,158,126400
2026-06-19,Station Area,Food & Beverage,298,104300
2026-06-19,Station Area,Entertainment,152,76000
2026-06-20,Market Street,Retail,283,226400
2026-06-20,Market Street,Healthcare,105,157500
2026-06-20,Market Street,Entertainment,205,102500
2026-06-20,Market Street,Services,157,188400
2026-06-20,Market Street,Grocery,360,216000
2026-06-20,Market Street,Food & Beverage,492,172200
2026-06-20,Tech Park,Healthcare,53,79500
2026-06-20,Tech Park,Entertainment,130,65000
2026-06-20,Tech Park,Services,81,97200
2026-06-20,Tech Park,Retail,153,122400
2026-06-20,Old Town,Entertainment,139,69500
2026-06-20,Old Town,Grocery,247,148200
2026-06-20,Old Town,Retail,159,127200
2026-06-20,Old Town,Services,82,98400
2026-06-20,Old Town,Food & Beverage,299,104650
2026-06-20,Old Town,Healthcare,56,84000
2026-06-20,Riverside,Food & Beverage,199,69650
2026-06-20,Riverside,Healthcare,33,49500
2026-06-20,Riverside,Grocery,121,72600
2026-06-20,Riverside,Retail,104,83200
2026-06-20,Riverside,Services,54,64800
2026-06-20,College Road,Retail,148,118400
2026-06-20,College Road,Grocery,187,112200
2026-06-20,College Road,Entertainment,128,64000
2026-06-20,College Road,Services,77,92400
2026-06-20,College Road,Food & Beverage,253,88550
2026-06-20,College Road,Healthcare,50,75000
2026-06-20,Industrial Zone,Entertainment,55,27500
2026-06-20,Industrial Zone,Retail,67,53600
2026-06-20,Industrial Zone,Services,37,44400
2026-06-20,Industrial Zone,Healthcare,20,30000
2026-06-20,Industrial Zone,Food & Beverage,128,44800
2026-06-20,Industrial Zone,Grocery,87,52200
2026-06-20,Central Mall,Healthcare,103,154500
2026-06-20,Central Mall,Retail,365,292000
2026-06-20,Central Mall,Entertainment,262,131000
2026-06-20,Central Mall,Grocery,510,306000
2026-06-20,Station Area,Grocery,283,169800
2026-06-20,Station Area,Retail,160,128000
2026-06-20,Station Area,Food & Beverage,300,105000
2026-06-20,Station Area,Entertainment,114,57000
2026-06-21,Market Street,Retail,290,232000
2026-06-21,Market Street,Healthcare,84,126000
2026-06-21,Market Street,Entertainment,208,104000
2026-06-21,Market Street,Services,131,157200
2026-06-21,Market Street,Grocery,397,238200
2026-06-21,Market Street,Food & Beverage,509,178150
2026-06-21,Tech Park,Healthcare,47,70500
2026-06-21,Tech Park,Entertainment,104,52000
2026-06-21,Tech Park,Services,88,105600
2026-06-21,Tech Park,Retail,132,105600
2026-06-21,Old Town,Entertainment,103,51500
2026-06-21,Old Town,Grocery,230,138000
2026-06-21,Old Town,Retail,147,117600
2026-06-21,Old Town,Services,97,116400
2026-06-21,Old Town,Food & Beverage,265,92750
2026-06-21,Old Town,Healthcare,58,87000
2026-06-21,Riverside,Food & Beverage,259,90650
2026-06-21,Riverside,Healthcare,39,58500
2026-06-21,Riverside,Grocery,171,102600
2026-06-21,Riverside,Retail,135,108000
2026-06-21,Riverside,Services,83,99600
2026-06-21,College Road,Retail,113,90400
2026-06-21,College Road,Grocery,152,91200
2026-06-21,College Road,Entertainment,102,51000
2026-06-21,College Road,Services,61,73200
2026-06-21,College Road,Food & Beverage,206,72100
2026-06-21,College Road,Healthcare,34,51000
2026-06-21,Industrial Zone,Entertainment,58,29000
2026-06-21,Industrial Zone,Retail,51,40800
2026-06-21,Industrial Zone,Services,30,36000
2026-06-21,Industrial Zone,Healthcare,19,28500
2026-06-21,Industrial Zone,Food & Beverage,118,41300
2026-06-21,Industrial Zone,Grocery,69,41400
2026-06-21,Central Mall,Healthcare,160,240000
2026-06-21,Central Mall,Retail,432,345600
2026-06-21,Central Mall,Entertainment,335,167500
2026-06-21,Central Mall,Grocery,483,289800
2026-06-21,Station Area,Grocery,261,156600
2026-06-21,Station Area,Retail,171,136800
2026-06-21,Station Area,Food & Beverage,347,121450
2026-06-21,Station Area,Entertainment,133,66500
2026-06-22,Market Street,Retail,192,153600
2026-06-22,Market Street,Healthcare,61,91500
2026-06-22,Market Street,Entertainment,140,70000
2026-06-22,Market Street,Services,111,133200
2026-06-22,Market Street,Grocery,273,163800
2026-06-22,Market Street,Food & Beverage,363,127050
2026-06-22,Tech Park,Healthcare,59,88500
2026-06-22,Tech Park,Entertainment,192,96000
2026-06-22,Tech Park,Services,144,172800
2026-06-22,Tech Park,Retail,207,165600
2026-06-22,Old Town,Entertainment,108,54000
2026-06-22,Old Town,Grocery,148,88800
2026-06-22,Old Town,Retail,98,78400
2026-06-22,Old Town,Services,59,70800
2026-06-22,Old Town,Food & Beverage,210,73500
2026-06-22,Old Town,Healthcare,34,51000
2026-06-22,Riverside,Food & Beverage,153,53550
2026-06-22,Riverside,Healthcare,34,51000
2026-06-22,Riverside,Grocery,131,78600
2026-06-22,Riverside,Retail,103,82400
2026-06-22,Riverside,Services,53,63600
2026-06-22,College Road,Retail,196,156800
2026-06-22,College Road,Grocery,239,143400
2026-06-22,College Road,Entertainment,153,76500
2026-06-22,College Road,Services,90,108000
2026-06-22,College Road,Food & Beverage,353,123550
2026-06-22,College Road,Healthcare,58,87000
2026-06-22,Industrial Zone,Entertainment,58,29000
2026-06-22,Industrial Zone,Retail,64,51200
2026-06-22,Industrial Zone,Services,35,42000
2026-06-22,Industrial Zone,Healthcare,20,30000
2026-06-22,Industrial Zone,Food & Beverage,98,34300
2026-06-22,Industrial Zone,Grocery,72,43200
